type,id,bnf_code,nm
amp,20544111000001106,1001030Q0BDAAAB,Acadione 250mg tablets (Imported (France))
amp,18044811000001100,0802020T0BEACAF,Adoport 0.5mg capsules (Sandoz Ltd)
amp,28800611000001103,0802020T0BEADBF,Adoport 0.75mg capsules (Sandoz Ltd)
amp,18044411000001102,0802020T0BEAAAB,Adoport 1mg capsules (Sandoz Ltd)
amp,28800911000001109,0802020T0BEAEBG,Adoport 2mg capsules (Sandoz Ltd)
amp,18044211000001101,0802020T0BEABAA,Adoport 5mg capsules (Sandoz Ltd)
amp,11619211000001106,0802020T0BCAAAM,Advagraf 0.5mg modified-release capsules (Astellas Pharma Ltd)
amp,11619611000001108,0802020T0BCABAN,Advagraf 1mg modified-release capsules (Astellas Pharma Ltd)
amp,15603811000001106,0802020T0BCADAT,Advagraf 3mg modified-release capsules (Astellas Pharma Ltd)
amp,11620011000001100,0802020T0BCACAP,Advagraf 5mg modified-release capsules (Astellas Pharma Ltd)
amp,36004911000001107,1001030S0BCAAAA,Amgevita 40mg/0.8ml solution for injection pre-filled syringes (Amgen Ltd)
amp,404111000001101,1001030L0BBACAC,Arava 100mg tablets (Sanofi)
amp,499111000001102,1001030L0BBAAAA,Arava 10mg tablets (Sanofi)
amp,62411000001105,1001030L0BBABAB,Arava 20mg tablets (Sanofi)
amp,24504611000001108,0802040ALBBAAAA,Aubagio 14mg tablets (Genzyme Therapeutics Ltd)
amp,29759911000001108,1001030A0AAAAAA,Auranofin 3mg tablets (Special Order)
amp,4835911000001107,0802040M0BDAAAE,Avonex 30microgram powder and solvent for solution for injection vials (Biogen Idec Ltd)
amp,19376711000001104,0802040M0BDACAM,Avonex 30micrograms/0.5ml (6million units) solution for injection pre-filled pens (Biogen Idec Ltd)
amp,26658011000001100,0802010G0BHAAAE,Azapress 50mg tablets (Ennogen Pharma Ltd)
amp,8259811000001108,0802010G0AAAVAV,Azathioprine 100mg/5ml oral solution (Special Order)
amp,8260111000001100,0802010G0AACJCJ,Azathioprine 100mg/5ml oral suspension (Drug Tariff Special Order)
amp,8733511000001103,0802010G0AAAHAH,Azathioprine 10mg capsules (Special Order)
amp,8262811000001108,0802010G0AAARAR,Azathioprine 10mg/5ml oral solution (Special Order)
amp,8264111000001109,0802010G0AAARAR,Azathioprine 10mg/5ml oral suspension (Special Order)
amp,8260411000001105,0802010G0AABXBX,Azathioprine 120mg/5ml oral solution (Special Order)
amp,8260811000001107,0802010G0AABXBX,Azathioprine 120mg/5ml oral suspension (Special Order)
amp,12069011000001106,0802010G0AAAXAX,Azathioprine 125mg/5ml oral solution (Special Order)
amp,12068711000001104,0802010G0AAAXAX,Azathioprine 125mg/5ml oral suspension (Special Order)
amp,8261211000001100,0802010G0AABYBY,Azathioprine 150mg/5ml oral solution (Special Order)
amp,8262911000001103,0802010G0AABYBY,Azathioprine 150mg/5ml oral suspension (Special Order)
amp,8263111000001107,0802010G0AAAUAU,Azathioprine 15mg/5ml oral solution (Special Order)
amp,8264311000001106,0802010G0AAAUAU,Azathioprine 15mg/5ml oral suspension (Special Order)
amp,12070911000001108,0802010G0AABJBJ,Azathioprine 175mg/5ml oral solution (Special Order)
amp,12070311000001107,0802010G0AABJBJ,Azathioprine 175mg/5ml oral suspension (Special Order)
amp,12093311000001108,0802010G0AABIBI,Azathioprine 200mg/5ml oral solution (Special Order)
amp,12093011000001105,0802010G0AABIBI,Azathioprine 200mg/5ml oral suspension (Special Order)
amp,8267211000001105,0802010G0AAAWAW,Azathioprine 20mg/5ml oral solution (Special Order)
amp,8268111000001103,0802010G0AACKCK,Azathioprine 20mg/5ml oral suspension (Drug Tariff Special Order)
